feature,snull
PZ255,1.0
PZ258,1.0
PZ260,5.0
PZ261,5.0
PZ262,5.0
PZ264,1.0
PZ265,5.0
PZ266,0.0
PZ267,6.0
PZ269,5.0
PZ270,4.0
PZ274,1.0
PZ275,3.0
PZ276,1.0
PZ277,1.0
PZ553_1,2.0
PZ553_2,5.0
PZ553_3,2.0
PS003_1,2.0
PS004_1,99998.0
PS008_1,4.0
PS005_1,0.0
PS006_1,99999996.0
PS007_1,99.0
PS010_1,9998.0
PS011_1,0.0
PS012_1,99999996.0
PS013_1,99.0
PS003_2,5.0
PS004_2,700.0
PS005_2,801.0
PS006_2,99999996.0
PS010_2,800.0
PS013_2,99.0
PS003_3,5.0
PS004_3,9998.0
PS008_3,4.0
PS005_3,1000.0
PS006_3,99999996.0
PS007_3,99.0
PS010_3,9998.0
PS014_3,4.0
PS011_3,400.0
PS012_3,400.0
PS003_4,5.0
PS004_4,999998.0
PS008_4,4.0
PS005_4,0.0
PS006_4,99999996.0
PS007_4,98.0
PS010_4,883.5
PS014_4,4.0
PS013_4,98.0
PS016,5.0
PS017,999998.0
PS021,6.0
PS018,0.0
PS019,399.0
PS023,40.0
PS024,41.0
PS025,400.0
PS027,999998.0
PS031,6.0
PS028,0.0
PS029,99999996.0
PS033,98.0
PS034,0.0
PS035,400.0
PS037,5.0
PS038M1,2.0
PS038M2,1.0
PS040,5.0
PS041,999998.0
PS061,0.0
PS062,99999996.0
PS063,99.0
PS042,5.0
PS043,999999.0
PS064,0.0
PS065,99999996.0
PS066,99.0
PS044,99998.0
PS045,0.0
PS046,99999996.0
PS047,98.0
PS048M1,5.0
PS048M2,3.0
PS048M3,3.0
PS050,1.0
PS051M1,993
PS051M2,301
PS051M3,203
PS051M4,160
PS052M,5.0
PS054M1M,101.0
PS054M2M,997.0
PS055,5.0
PS056,5.0
PS057,5.0
PS058,0.0
PS067,0.0
PS068,99999996.0
PS069,98.0
PS059,1.0
PTN05,1.0
PTN01M1,22.0
PTN01M2,22.0
PTN03,1.0
PTN04,1.0
PTN06,5.0
PTN07M1,2.0
PTN07M2,2.0
PT001,1.0
PT002,1.0
PT003,1.0
PT004M1,996
PT004M2,102
PT004M3,103
PT004M4,104
PT004M5,304
PT004M6,151
PT004M7,157
PT004M8,158
PT004M9,159
PT004M10,160
PT005,1.0
PT006,5.0
PT007M1,993
PT007M2,102
PT007M3,103
PT007M4,204
PT007M5,106
PT007M6,107
PT007M7,108
PT007M8,109
PT008,5.0
PT011,1.0
PT012,1.0
PT013,10000.0
PT014,0.0
PT015,99999996.0
PT016,99.0
PT017M1,991
PT017M2,993
PT017M3,102
PT017M4,103
PT017M5,204
PT017M6,301
PT017M7,111
PT018,1.0
PT019,2.0
PT020,9999998.0
PT021,0.0
PT022,99999996.0
PT023,98.0
PT024,0.0
PT025,1.0
PT026,101.0
PT027,99999996.0
PT028,98.0
PT029M1,991
PT029M2,993
PT029M3,102
PT029M4,103
PT029M5,108
PT029M6,109
PT029M7,111
PT031,5.0
PT032,10000.0
PT033,0.0
PT034,99999996.0
PT035,99.0
PT036,5.0
PT037,10000.0
PT038,0.0
PT039,99999996.0
PT040,98.0
PT041,1.0
PT042,1.0
PT043,5.0
PT044,9999998.0
PT245,5.0
PT246,1.0
PT247M1,4.0
PT247M2,4.0
PT247M3,5.0
PT248M1,101
PT248M2,102
PT248M3,103
PT248M4,104
PT248M5,101
PT248M6,993
PT249M1,4.0
PT249M2,5.0
PT250,1.0
PT251,1.0
PT047,1.0
PV000,1.0
PV001,5.0
PV002,5.0
PV003,5.0
PV004,5.0
PV005,5.0
PV006,5.0
PV007,5.0
PV008,5.0
PV009,5.0
PV010,5.0
PV011,5.0
PV012,5.0
PV013,5.0
PV014,5.0
PV015,5.0
PV016,5.0
PV017,5.0
PV018,5.0
PV051,5.0
PV052,1.0
PV053,3.0
PV054,2.0
PV055,3.0
PV056,5.0
PV057,1.0
PV058,1.0
PV059,1.0
PV060,5.0
PV061,5.0
PV062,5.0
PV063,5.0
PV064,5.0
PV065,5.0
PV066,5.0
PV067,5.0
PV101,5.0
PV102,1.0
PV103,3.0
PV104,2.0
PV105,1.0
PV106,5.0
PV107M1,1.0
PV107M2,1.0
PV107M3,3.0
PV108M1,4.0
PV108M2,4.0
PV108M3,5.0
PV110M1,1.0
PV110M2,2.0
PV110M3,3.0
PV110M4,4.0
PV110M5,9.0
PV110M6,6.0
PV110M7,7.0
PV110M8,8.0
PV110M9,9.0
PV112,7.0
PV113,98.0
PV114,500.0
PV115,3.0
PV116,7.0
PV117,7.0
PV118,5.0
PV124,2.0
PV125M1,7.0
PV125M2,2.0
PV125M3,3.0
PV125M4,4.0
PV127M1,97.0
PV127M2,97.0
PV127M3,6.0
PV129,2.0
PV134,5.0
PV151,1.0
PV152,1.0
PV153,1.0
PV154,1.0
PV155,5.0
PV156,1.0
PV157,1.0
PV158,1.0
PV159,1.0
PV160,1.0
PV161,1.0
PV162,1.0
PV163,1.0
PV164,5.0
PV165,5.0
PV166,5.0
PV167,5.0
PV168,5.0
PV169,5.0
PV170,5.0
PV171,5.0
PV172,5.0
PV173,5.0
PV174,5.0
PV175,5.0
PV176,5.0
PV177,5.0
PV178,5.0
PV561,1.0
PV562,0.0
PV563,0.0
PV564,0.0
PV501,4.0
PV502,5.0
PV503,5.0
PV565,0.0
PV504,5.0
PV566,0.0
PV567,1.0
PV505,1.0
PV506,5.0
PV507,1.0
PV508,5.0
PV509,5.0
PV510,5.0
PV511,5.0
PV512,1.0
PV513,5.0
PV514,1.0
PV515,5.0
PV516,5.0
PV517,5.0
PV518,5.0
PV519,1.0
PV520,5.0
PV521,1.0
PV522,5.0
PV523,5.0
PV524,5.0
PV525,5.0
PV526,1.0
PV527,5.0
PV528,1.0
PV529,5.0
PV530,5.0
PV531,5.0
PV532,5.0
PV533,1.0
PV534,5.0
PV535,1.0
PV536,5.0
PV537,5.0
PV538,5.0
PV539,5.0
PV540,1.0
PV541,5.0
PV542,1.0
PV543,5.0
PV544,5.0
PV545,5.0
PV546,5.0
PV547,1.0
PV548,5.0
PV549,5.0
PV550,5.0
PV551,5.0
PV552,5.0
PV553,5.0
PV554,5.0
PV555,5.0
PV300,0.0
PV301,0.0
PV252,0.0
PV253,0.0
PV254,0.0
PV255,3.0
PV256,996.0
PV257,997.0
PV258,20.0
PV259,3.0
PV260,40.0
PV261,40.0
PV262,40.0
PV263,998.0
PV264,50.0
PV265,50.0
PV266,50.0
PV267,3.0
PV268,996.0
PV269,997.0
PV270,20.0
PV271,3.0
PV272,998.0
PV273,0.0
PV274,30.0
PV275,50.0
PV276,0.0
PV277,0.0
PV278,0.0
PV279,1.0
PV280,994.0
PV281,997.0
PV282,20.0
PV283,3.0
PV284,998.0
PV285,50.0
PV286,50.0
PV287,20.0
PV288,0.0
PV289,0.0
PV290,0.0
PV291,1.0
PV292,994.0
PV293,997.0
PV294,40.0
PV295,8.0
PV296,994.0
PV299,50.0
PV351M,1.0
PV370M1M,1.0
PV370M2M,1.0
PV353M,11.0
PV355,2.0
PV356,2.0
PV357,2.0
PV358,2.0
PV359,2.0
PV360,5.0
PV361,30.0
PV362,5.0
PV363,5.0
PV364,2.0
PV365,2.0
PV366,2.0
PV367,2.0
PV401,2.0
PV405,5.0
PV406,5.0
PV407,5.0
PV408,2.0
PV409,2.0
PV410,3.0
PV411,2.0
PV412,1.0
PV413,5.0
PV414,1.0
PV415,3.0
PV416,3.0
PV417,1.0
PV418,1.0
PV419,1.0
PV420,5.0
PV421,1.0
PV422,5.0
PV423,5.0
PV424,5.0
PV425,5.0
PV426,3.0
PV451,1.0
PV452,1.0
PV453,1.0
PV454,1.0
PV455,1.0
PV456,1.0
PV457,1.0
PV458,3.0
PV459,4.0
PV460,1.0
PV461,3.0
PV462,1.0
PV463,5.0
PV464,4.0
PV465,1.0
PV466,1.0
PV900,1.0
PW303,5.0
PW311,2.0
PW310,4.0
PW319,1.0
PW321,4.0
PW307,1.0
PY005,291.0
PY006,58.0
PY007,846.0
PY008,1070.0
PY094,629.0
PY095,1.0
PY096,724.0
PY097,425.0
PY098,1.0
PY100,26.0
PY101,148.0
PY102,35.0
PY104,28.0
PY105,29.0
PY106,781.0
PY107,277.0
PY108,1334.0
PY109,1.0
PY110,499.0
PY111,196.0
PY112,15.0
PY113,391.0
PY114,11.0
PY115,8236.0
PE140,0.0
PE154,1.0
PE166,1.0
PE012,1.0
PE013M1,101
PE013M2,102
PE013M3,103
PE013M4,104
PE013M5,206
PE013M6,101
PE013M7,111
PE013M8,111
PE014M1,101
PE014M2,102
PE014M3,301
PE014M4,302
PE014M5,304
PE160,5.0
PE162M1,101
PE162M2,102
PE162M3,204
PE162M4,114
PE162M5,307
PE162M6,302
PE015,1.0
PE016M1,993
PE016M2,102
PE016M3,104
PE016M4,105
PE016M5,106
PE016M6,107
PE016M7,108
PE016M8,109
PE016M9,110
PE016M10,302
PE016M11,301
PE016M12,302
PE016M13,303
PE022,5.0
PE023M1,102
PE023M2,101
PE023M3,105
PE169,5.0
PE171M1,101
PE171M2,101
PE171M3,104
PE171M4,212
PE046,95.0
PE047,1.0
PE048,95.0
PE051,5.0
PE052M1,154
PE052M2,154
PE052M3,207
PE052M4,208
PE052M5,209
PE060,5.0
PE061M1,101
PE061M2,102
PE061M3,103
PE061M4,102
PE061M5,105
PE063,99998.0
PE065,0.0
PE066,5000.0
PE067,98.0
PE068,99998.0
PE070,0.0
PE071,199.0
PE072,98.0
PE075,5.0
PE087,5.0
PE105,5.0
PE106,1000.0
PE108,1001.0
PE109,4999.0
PE110,98.0
PE180,5.0
PE181,5.0
PE111,5.0
PE112,1000.0
PE114,0.0
PE115,999.0
PE116,99.0
PE117,5.0
PE182,5.0
PE183,5.0
PE118,5.0
PE119,1.0
PE120,1.0
PH001,5.0
PH002,2.0
PH004,1.0
PH006,2.0
PH008,1.0
PH010,50.0
PH011,5.0
PH012,5.0
PH020,9999998.0
PH021,50001.0
PH022,149999.0
PH023,98.0
PH014,3.0
PH016,999998.0
PH017,20001.0
PH018,99999.0
PH019,98.0
PH024M1,5.0
PH024M2,2.0
PH025,99998.0
PH029,3.0
PH026,0.0
PH027,99999996.0
PH028,98.0
PH031,3.0
PH032,9999998.0
PH033,0.0
PH034,99999996.0
PH035,99.0
PH036,600.0
PH040,3.0
PH037,0.0
PH038,99999996.0
PH042,30000.0
PH043,5001.0
PH044,19999.0
PH046,220.0
PH047,500.0
PH048,500.0
PH052,999998.0
PH053,20001.0
PH054,99999.0
PH056,5.0
PH057,9999998.0
PH058,0.0
PH059,99999996.0
PH060,98.0
PH061,5.0
PH062,10000.0
PH063,0.0
PH064,99999996.0
PH065,99.0
PH066,99999998.0
PH067,40001.0
PH068,99999996.0
PH069,98.0
PH070,2015.0
PH071,5.0
PH072,1.0
PH074,993
PH075,999998.0
PH076,0.0
PH077,99999996.0
PH078,98.0
PH079,395.0
PH083,3.0
PH080,0.0
PH081,99999996.0
PH082,99.0
PH086,5.0
PH087,5.0
PH088,1.0
PH089,1.0
PH091,101
PH092,5.0
PH100,5.0
PH101,5.0
PH102,5.0
PH103,999998.0
PH104,0.0
PH105,9999.0
PH106,99.0
PH108,1.0
PH109,99998.0
PH110,3.0
PH112,0.0
PH113,99999996.0
PH114,99.0
PH115,5.0
PH116,5.0
PH117,1.0
PH118,5.0
PH119,5.0
PH120,5.0
PH121,5.0
PH122,5.0
PH123,1.0
PH124,5.0
PH125,5.0
PH126,5.0
PH127,1.0
PH128,5.0
PH129,1.0
PH130,5.0
PH131,1.0
PH132,1.0
PH133,5.0
PH134,1.0
PH135,1.0
PH136,1.0
PH137,1.0
PH138,1.0
PH139,5.0
PH140,5.0
PH141M1,1.0
PH141M2,2.0
PH141M3,3.0
PH141M4,4.0
PH143,1.0
PH144M1,1.0
PH144M2,2.0
PH203,1.0
PH204,99998.0
PH205,101.0
PH206,499.0
PH207,98.0
PH146,1.0
PH147,6.0
PH148,1.0
PH150,2.0
PH151,5.0
PH152,0.0
PH153M,5.0
PH155,2000.0
PH156,1.0
PH157,50.0
PH158,76.0
PH159,750.0
PH161,1.0
PH162,9999998.0
PH163,0.0
PH164,99999996.0
PH165,98.0
PH166,9999998.0
PH167,0.0
PH168,99999996.0
PH169,98.0
PH170M1,5.0
PH171,59000.0
PH172,0.0
PH173,99999996.0
PH174,98.0
PH175,1100.0
PH179,3.0
PH176,0.0
PH177,99999996.0
PH178,98.0
PH181,3.0
PH182,5.0
PH183,1.0
PH185,993
PH186,999998.0
PH187,0.0
PH188,99999996.0
PH189,98.0
PHW353,5.0
PHW354,5.0
PHW355,1.0
PHW356,5.0
PH192,1.0
P059,1.0
P061,1.0
P062M1,5.0
P062M2,4.0
P062M3,4.0
P062M4,4.0
P071M1,4.0
P071M2,4.0
P071M3,4.0
P071M4,13.0
P071M5,12.0
P071M6,13.0
P071M7,14.0
P071M8,97.0
P072,1.0
P073M1,15.0
P073M2,9.0
P073M3,9.0
P073M4,9.0
P073M5,9.0
P073M6,9.0
P076,2.0
P079,1.0
P080,2.0
P086,2.0
P091,4.0
P088,5.0
P092M1,0.0
P092M2,2.0
P092M3,3.0
P092M4,4.0
P092M5,5.0
P066,3.0
P067,2.0
P068,1.0
P157,5.0
PX026M,5.0
PX027,5.0
PX030M,5.0
PX033,5.0
PZ034,4.0
PZ035,2014.0
PZ036,4.0
PZ037,2014.0
PZ038,4.0
PZ039,2014.0
PZ041,3.0
PZ042,2.0
PZ043,1.0
PZ044,3.0
PZ045,3.0
PZ046,2.0
PZ047,3.0
PZ048,3.0
PZ049,3.0
PZ050,2.0
PZ051,3.0
PZ052,2.0
PZ053,2.0
PX079,1.0
PX083,2.0
PX084,16.0
PZ086,5.0
PX087,5.0
PZ088,5.0
PX089,5.0
PX092,0.0
PQ010,5.0
PQ011,1.0
PQ012,5.0
PQ013,5.0
PQ014,5.0
PQ015,99999998.0
PQ016,0.0
PQ017,99999996.0
PQ018,99.0
PQ019,1.0
PQ020,999998.0
PQ021,0.0
PQ022,99999996.0
PQ023,99.0
PQ024,5.0
PQ025,9999998.0
PQ026,0.0
PQ027,99999996.0
PQ028,99.0
PQ029,5.0
PQ030,999998.0
PQ031,0.0
PQ032,99999996.0
PQ033,99.0
PQ034,5.0
PQ035,550.0
PQ036,0.0
PQ037,99999996.0
PQ038,99.0
PQ039,5.0
PQ040,99999998.0
PQ041,0.0
PQ042,99999996.0
PQ043,98.0
PQ044,1.0
PQ045,999998.0
PQ046,0.0
PQ047,99999996.0
PQ048,99.0
PQ049,5.0
PQ050,9999998.0
PQ051,0.0
PQ052,99999996.0
PQ053,98.0
PQ054,5.0
PQ055,999998.0
PQ056,0.0
PQ057,2499.0
PQ058,99.0
PQ059,5.0
PQ060,9999998.0
PQ061,0.0
PQ062,99999996.0
PQ063,98.0
PQ064,5.0
PQ065,1.0
PQ066,17000.0
PQ067,0.0
PQ068,99999996.0
PQ069,99.0
PQ070,8000.0
PQ074,5.0
PQ075,2.0
PQ076,2000.0
PQ077,0.0
PQ078,99999996.0
PQ080,4000.0
PQ081,3001.0
PQ082,99999996.0
PQ085,9999.0
PQ086,0.0
PQ087,99999996.0
PQ088,99.0
PQ089,2014.0
PQ090,5.0
PQ084,1.0
PQ091,9998.0
PQ092,0.0
PQ093,99999996.0
PQ094,99.0
PQ095,9998.0
PQ096,8.0
PQ105,5.0
PQ106,1.0
PQ107,9998.0
PQ108,0.0
PQ109,99999996.0
PQ110,98.0
PQ111,9998.0
PQ112,10.0
PQ113,5.0
PQ114,1.0
PQ115,99998.0
PQ116,0.0
PQ117,124.0
PQ119,5.0
PQ120,1.0
PQ121,99998.0
PQ122,0.0
PQ123,99999996.0
PQ124,99.0
PQ125,9998.0
PQ126,11.0
PQ127,99998.0
PQ128,0.0
PQ129,99999996.0
PQ130,98.0
PQ131,9998.0
PQ132,2.0
PQ133,5.0
PQ134,99999998.0
PQ135,0.0
PQ136,99999996.0
PQ137,99.0
PQ138,1.0
PQ139,3.0
PQ141,999999.0
PQ142,1.0
PQ143,999999.0
PQ144,0.0
PQ145,99999996.0
PQ146,99.0
PQ147,5.0
PQ148,99999998.0
PQ149,0.0
PQ150,99999996.0
PQ151,99.0
PQ492,5.0
PQ523,100.0
PQ152,1.0
PQ153,6.0
PQ155,999999.0
PQ156,1.0
PQ157,9999998.0
PQ158,0.0
PQ159,99999996.0
PQ160,99.0
PQ161,5.0
PQ162,5.0
PQ163,1.0
PQ165_1,1.0
PQ166_1,9999998.0
PQ167_1,0.0
PQ168_1,99999996.0
PQ169_1,99.0
PQ537_1,5.0
PQ538_1,1.0
PQ513_1,1.0
PQ514_1,100.0
PQ515_1,8.0
PQ170_1,1.0
PQ171_1,999998.0
PQ172_1,0.0
PQ173_1,99999996.0
PQ174_1,99.0
PQ175_1,1.0
PQ177_1,1.0
PQ165_2,1.0
PQ166_2,9999998.0
PQ167_2,0.0
PQ168_2,99999996.0
PQ169_2,99.0
PQ537_2,5.0
PQ538_2,1.0
PQ513_2,1.0
PQ514_2,100.0
PQ515_2,8.0
PQ170_2,1.0
PQ171_2,999998.0
PQ172_2,0.0
PQ173_2,99999996.0
PQ174_2,99.0
PQ175_2,1.0
PQ177_2,1.0
PQ165_3,1.0
PQ166_3,9999998.0
PQ167_3,0.0
PQ168_3,99999996.0
PQ169_3,99.0
PQ537_3,5.0
PQ513_3,1.0
PQ514_3,100.0
PQ515_3,8.0
PQ170_3,1.0
PQ171_3,999998.0
PQ172_3,0.0
PQ173_3,99999996.0
PQ174_3,98.0
PQ175_3,1.0
PQ177_3,1.0
PQ182,5.0
PQ183,1.0
PQ184M1,1.0
PQ184M2,2.0
PQ186,60000.0
PQ187,50001.0
PQ188,99999.0
PQ190,0.0
PQ194,3.0
PQ191,0.0
PQ192,99999996.0
PQ193,98.0
PQ196,1.0
PQ197,2016.0
PQ198,8.0
PQ199,2019.0
PQ201,10.0
PQ202,4.0
PQ204,999998.0
PQ205,1501.0
PQ206,5999.0
PQ207,99.0
PQ215,5.0
PQ216,1.0
PQ217,5.0
PQ218,1.0
PQ220_1,99999.0
PQ221_1,0.0
PQ222_1,99999996.0
PQ223_1,99.0
PQ224_1,1.0
PQ225_1,5.0
PQ226_1,5.0
PQ227_1,9999998.0
PQ228_1,0.0
PQ229_1,99999996.0
PQ230_1,98.0
PQ231_1,1995.0
PQ232_1,98.0
PQ233_1,5.0
PQ234_1,1.0
PQ235_1,98.0
PQ236_1,1.0
PQ220_2,99998.0
PQ221_2,0.0
PQ222_2,99999996.0
PQ223_2,98.0
PQ224_2,1.0
PQ225_2,5.0
PQ226_2,5.0
PQ227_2,9999998.0
PQ228_2,0.0
PQ229_2,99999996.0
PQ230_2,98.0
PQ231_2,2002.0
PQ232_2,2.0
PQ233_2,5.0
PQ234_2,1.0
PQ235_2,98.0
PQ236_2,1.0
PQ238,9998.0
PQ239,0.0
PQ240,99999996.0
PQ241,99.0
PQ242,5.0
PQ243,5.0
PQ244,1.0
PQ246_1,99998.0
PQ247_1,0.0
PQ248_1,99999996.0
PQ249_1,99.0
PQ250_1,1.0
PQ251_1,5.0
PQ252_1,5.0
PQ253_1,9999998.0
PQ254_1,0.0
PQ255_1,99999996.0
PQ256_1,98.0
PQ257_1,9998.0
PQ258_1,1.0
PQ259_1,5.0
PQ260_1,1.0
PQ261_1,98.0
PQ262_1,1.0
PQ246_2,99998.0
PQ247_2,0.0
PQ248_2,99999996.0
PQ249_2,99.0
PQ250_2,5.0
PQ251_2,5.0
PQ252_2,5.0
PQ257_2,2010.0
PQ258_2,5.0
PQ259_2,5.0
PQ260_2,1.0
PQ262_2,1.0
PQ264,1300.0
PQ268,5.0
PQ273,5.0
PQ274,1.0
PQ275,5.0
PQ276,1.0
PQ278_1,99998.0
PQ279_1,0.0
PQ280_1,99999996.0
PQ281_1,99.0
PQ524_1,1.0
PQ525_1,10000.0
PQ282_1,5.0
PQ283_1,9998.0
PQ284_1,98.0
PQ285_1,5.0
PQ286_1,1.0
PQ287_1,98.0
PQ288_1,1.0
PQ278_2,0.0
PQ279_2,0.0
PQ280_2,99999996.0
PQ281_2,99.0
PQ524_2,1.0
PQ525_2,1000.0
PQ282_2,5.0
PQ283_2,9998.0
PQ284_2,1.0
PQ285_2,5.0
PQ286_2,1.0
PQ287_2,98.0
PQ288_2,1.0
PQ290,99998.0
PQ291,0.0
PQ292,99999996.0
PQ293,99.0
PQ526,1.0
PQ527,1500.0
PQ294,5.0
PQ295,5.0
PQ296,1.0
PQ298_1,99998.0
PQ299_1,0.0
PQ300_1,99999996.0
PQ301_1,99.0
PQ528_1,5.0
PQ529_1,500.0
PQ302_1,5.0
PQ303_1,9998.0
PQ304_1,5.0
PQ305_1,5.0
PQ306_1,1.0
PQ307_1,5.0
PQ308_1,2.0
PQ298_2,64.0
PQ299_2,0.0
PQ300_2,99999996.0
PQ302_2,5.0
PQ303_2,9998.0
PQ304_2,2.0
PQ305_2,5.0
PQ306_2,1.0
PQ308_2,1.0
PQ310,198.0
PQ311,5.0
PQ312,99.0
PQ316,5.0
PQ317,99999998.0
PQ318,0.0
PQ319,99999996.0
PQ320,99.0
PQ321,1.0
PQ322,4.0
PQ324,999998.0
PQ325,1.0
PQ326,999998.0
PQ327,0.0
PQ328,99999996.0
PQ329,98.0
PQ330,5.0
PQ331,99999998.0
PQ332,0.0
PQ333,99999996.0
PQ334,98.0
PQ335,1.0
PQ336,4.0
PQ338,99998.0
PQ339,1.0
PQ340,9999998.0
PQ341,0.0
PQ342,99999996.0
PQ343,98.0
PQ344,1.0
PQ345,99999998.0
PQ346,0.0
PQ347,99999996.0
PQ348,99.0
PQ349,1.0
PQ350,3.0
PQ352,99998.0
PQ353,1.0
PQ354,99998.0
PQ494,0.0
PQ495,999.0
PQ496,98.0
PQ356,5.0
PQ357,9999998.0
PQ358,0.0
PQ359,99999996.0
PQ360,99.0
PQ361,1.0
PQ362,3.0
PQ364,9998.0
PQ365,1.0
PQ366,999998.0
PQ367,0.0
PQ368,99999996.0
PQ369,98.0
PQ370,1.0
PQ371,999998.0
PQ372,0.0
PQ373,24999.0
PQ374,98.0
PQ375,5.0
PQ376,9999998.0
PQ377,0.0
PQ378,99999996.0
PQ379,98.0
PQ380,5.0
PQ381,999998.0
PQ382,0.0
PQ383,99999996.0
PQ384,98.0
PQ395,5.0
PQ396,500.0
PQ397,0.0
PQ398,99999996.0
PQ399,99.0
PQ400,5.0
PQW777_1,1.0
PQW778_1M1,1.0
PQW778_1M2,2.0
PQW778_1M3,3.0
PQW778_1M4,4.0
PQW778_1M8,8.0
PQW777_2,1.0
PQW778_2M1,1.0
PQW778_2M2,2.0
PQW778_2M3,3.0
PQW778_2M4,4.0
PQW778_2M5,5.0
PQW778_2M6,6.0
PQW778_2M7,7.0
PQW778_2M8,8.0
PQW778_2M9,9.0
PQW778_2M10,10.0
PQW778_2M11,11.0
PQW777_3,1.0
PQW778_3M1,1.0
PQW778_3M2,2.0
PQW778_3M3,3.0
PQW778_3M4,4.0
PQW778_3M5,5.0
PQW778_3M6,6.0
PQW778_3M7,7.0
PQW778_3M8,8.0
PQW778_3M9,9.0
PQW778_3M10,10.0
PQW778_3M11,11.0
PQW777_4,1.0
PQW778_4M1,5.0
PQW778_4M2,6.0
PQW778_4M3,7.0
PQW778_4M4,8.0
PQW778_4M5,9.0
PQW778_4M6,10.0
PQW778_4M7,11.0
PQW778_4M8,12.0
PQW778_4M9,12.0
PQW786,5.0
PQ532,1.0
PQ406,9998.0
PQ407,126.0
PQ408,99999996.0
PQ410,16.0
PQ411,0.0
PQ412,99999996.0
PQ413,98.0
PQ414,5.0
PQ415,1.0
PQ516,5.0
PQ417,100.0
PQ418,0.0
PQ419,99999996.0
PQ420,98.0
PQ421,5.0
PQ422,50.0
PQ423,0.0
PQ424,99999996.0
PQ426,0.0
PQ427,0.0
PQ428,99999996.0
PQ429,98.0
PQ431_1,101
PQ432_1,1.0
PQ433_1,999998.0
PQ434_1,0.0
PQ435_1,99999996.0
PQ436_1,98.0
PQ431_2,102
PQ432_2,1.0
PQ433_2,999998.0
PQ434_2,0.0
PQ435_2,99999996.0
PQ436_2,98.0
PQ431_3,109
PQ432_3,5.0
PQ433_3,999998.0
PQ434_3,0.0
PQ435_3,99999996.0
PQ436_3,98.0
PQ431_4,111
PQ432_4,5.0
PQ433_4,99998.0
PQ434_4,0.0
PQ435_4,99999996.0
PQ436_4,98.0
PQ431_5,151
PQ432_5,5.0
PQ433_5,25000.0
PQ431_6,118
PQ432_6,5.0
PQ433_6,99998.0
PQ434_6,0.0
PQ435_6,99999996.0
PQ431_7,114
PQ432_7,5.0
PQ431_8,204
PQ432_8,8.0
PQ431_9,154
PQ437,0.0
PQ438,0.0
PQ439,99999996.0
PQ440,98.0
PQ441,5.0
PQ442,99999998.0
PQ443,0.0
PQ444,99999996.0
PQ445,98.0
PQ446,1.0
PQ447,1.0
PQ453,5.0
PQ454,500.0
PQ455,0.0
PQ456,99999996.0
PQ457,99.0
PQ464,5.0
PQ465,5.0
PQ467,99999998.0
PQ468,0.0
PQ469,99999996.0
PQ470,99.0
PQ471,1.0
PQ472,9999999.0
PQ473,0.0
PQ474,99999996.0
PQ475,99.0
PQ476,1.0
PQ477,5.0
PQ478,3000.0
PQ479,0.0
PQ480,99999996.0
PQ481,98.0
PQ517,1.0
PQ518,5.0
PQ519,9999998.0
PQ520,0.0
PQ521,99999996.0
PQ522,98.0
PQ483_1,5.0
PQ484_1,3.0
PQ487_1,2015.0
PQ486_1,6.0
PQ488_1,99999999.0
PQ489_1,9.0
PQ490_1,14.0
PQ483_2,5.0
PQ484_2,3.0
PQ487_2,2015.0
PQ486_2,5.0
PQ488_2,9999999.0
PQ490_2,19.0
PQ483_3,5.0
PQ493,1.0
PR002,5.0
PR003,2.0
PR006,2015.0
PR005,8.0
PR007,158750.0
PR008,0.0
PR009,99999996.0
PR010,99.0
PR012,2015.0
PR011,8.0
PR013,9999999.0
PR014,0.0
PR015,99999996.0
PR016,99.0
PR018,9998.0
PR017,1.0
PR019,9999998.0
PR020,0.0
PR021,99999996.0
PR022,99.0
PR023,5.0
PR024,20000.0
PR025,0.0
PR026,9999.0
PR027,98.0
PR028,5.0
PR029,5.0
PR030,212500.0
PR032,99999996.0
PR033,99.0
PR034,5.0
PR035,999999.0
PR036,0.0
PR037,99999996.0
PR038,99.0
PR039,1.0
PR040,40000.0
PR044,5.0
PR045,10000.0
PR046,0.0
PR047,99999996.0
PR048,99.0
PR049,5.0
PR050,20000.0
PR051,0.0
PR052,99999996.0
PR053,99.0
PR054,5.0
PR055,500000.0
PR056,0.0
PR057,9999.0
PR060,2016.0
PR059,5.0
PR061,5.0
PR062,5.0
PR063,3.0
PR064,9999998.0
PR065,0.0
PR066,99999996.0
PR067,99.0
PR068,999998.0
PR069,0.0
PR070,99999996.0
PR071,99.0
PR072,5.0
PR073,9999998.0
PR074,0.0
PR075,99999996.0
PR076,99.0
PR077,2.0
PR079M1,2.0
PR080M1,101
PR080M2,172
PR080M3,201
PR081,1.0
PR083,5.0
PR084,9999998.0
PR085,10001.0
PR086,24999.0
PR088,999998.0
PR089,0.0
PR090,99999996.0
PR092,5.0
PR093,5000.0
PR094,0.0
PR095,99999996.0
PR096,98.0
PR097,999998.0
PR098,0.0
PR099,99999996.0
PR100,98.0
PR101,1.0
PU010_1,7.0
PU001_1,1.0
PU002_1,1.0
PU003_1A,0.0
PU003_1B,400000.0
PU022_1B,2017.0
PU010_2,7.0
PU001_2,5.0
PU002_2,1.0
PU003_2A,999998.0
PU004_2A,1.0
PU005_2A,99999996.0
PU006_2A,98.0
PU003_2B,999998.0
PU004_2B,1.0
PU005_2B,99999996.0
PU010_3,8.0
PU001_3,5.0
